season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active
20,6,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,34.0,8.5,6.0,8
20,6,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,34.0,8.5,6.0,8
20,6,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,33.5,8.375,8.0,8
20,7,Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,41.0,10.25,1.0,7
20,7,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,39.0,9.75,2.0,7
20,7,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,38.0,9.5,3.0,7
20,7,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,37.0,9.25,4.0,7
20,7,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,37.0,9.25,4.0,7
20,7,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,31.0,7.75,6.0,7
20,7,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,31.0,7.75,6.0,7
20,8,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,40.0,10.0,1.0,6
20,8,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,39.0,9.75,2.0,6
20,8,Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,38.0,9.5,3.0,6
20,8,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,32.0,8.0,4.0,6
20,8,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,31.5,7.875,5.0,6
20,8,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,31.0,7.75,6.0,6
20,9,Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,40.0,10.0,1.0,4
20,9,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,40.0,10.0,1.0,4
20,9,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,39.0,9.75,3.0,4
20,9,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,38.0,9.5,4.0,4
20,10,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,40.0,10.0,1.0,3
20,10,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,40.0,10.0,1.0,3
20,10,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,36.0,9.0,3.0,3
21,1,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,24.0,8.0,1.0,13
21,1,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,24.0,8.0,1.0,13
21,1,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,23.0,7.666666666666667,3.0,13
21,1,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,23.0,7.666666666666667,3.0,13
21,1,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,22.0,7.333333333333333,5.0,13
21,1,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,22.0,7.333333333333333,5.0,13
21,1,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,21.0,7.0,7.0,13
21,1,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,21.0,7.0,7.0,13
21,1,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,15.0,5.0,9.0,13
21,1,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,15.0,5.0,9.0,13
21,1,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,15.0,5.0,9.0,13
21,1,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,13.0,4.333333333333333,12.0,13
21,1,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,12.0,4.0,13.0,13
21,2,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,24.5,8.166666666666666,1.0,13
21,2,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,24.0,8.0,2.0,13
21,2,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,23.0,7.666666666666667,3.0,13
21,2,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,22.5,7.5,4.0,13
21,2,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,22.5,7.5,4.0,13
21,2,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,22.5,7.5,4.0,13
21,2,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,22.5,7.5,4.0,13
21,2,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,22.0,7.333333333333333,8.0,13
21,2,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,18.5,6.166666666666667,9.0,13
21,2,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,18.5,6.166666666666667,9.0,13
21,2,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,18.5,6.166666666666667,9.0,13
21,2,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,16.5,5.5,12.0,13
21,2,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,15.0,5.0,13.0,13
21,3,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,36.0,9.0,1.0,10
21,3,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,36.0,9.0,1.0,10
21,3,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,33.0,8.25,3.0,10
21,3,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,33.0,8.25,3.0,10
21,3,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,32.0,8.0,5.0,10
21,3,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,31.0,7.75,6.0,10
21,3,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,30.0,7.5,7.0,10
21,3,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,29.0,7.25,8.0,10
21,3,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,25.0,6.25,9.0,10
21,3,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,20.0,5.0,10.0,10
21,4,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,28.0,9.333333333333334,1.0,10
21,4,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,27.0,9.0,2.0,10
21,4,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.0,9.0,2.0,10
21,4,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,27.0,9.0,2.0,10
21,4,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,25.0,8.333333333333334,5.0,10
21,4,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,24.0,8.0,6.0,10
21,4,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,23.0,7.666666666666667,7.0,10
21,4,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,21.0,7.0,8.0,10
21,4,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,18.0,6.0,9.0,10
21,4,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,16.0,5.333333333333333,10.0,10
21,5,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,40.0,10.0,1.0,9
21,5,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,39.0,9.75,2.0,9
21,5,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,37.0,9.25,3.0,9
21,5,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,36.0,9.0,4.0,9
21,5,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,35.0,8.75,5.0,9
21,5,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,30.0,7.5,6.0,9
21,5,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,29.0,7.25,7.0,9
21,5,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,29.0,7.25,7.0,9
21,5,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,26.0,6.5,9.0,9
21,6,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,40.0,10.0,1.0,9
21,6,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,40.0,10.0,1.0,9
21,6,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,40.0,10.0,1.0,9
21,6,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,39.0,9.75,4.0,9
21,6,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,38.0,9.5,5.0,9
21,6,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,32.0,8.0,6.0,9
21,6,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,30.0,7.5,7.0,9
21,6,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,30.0,7.5,7.0,9
21,6,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,24.0,6.0,9.0,9
21,7,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,29.0,9.666666666666666,1.0,8
21,7,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,28.0,9.333333333333334,2.0,8
21,7,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,28.0,9.333333333333334,2.0,8
21,7,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,28.0,9.333333333333334,2.0,8
21,7,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,27.5,9.166666666666666,5.0,8
21,7,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.0,9.0,6.0,8
21,7,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,27.0,9.0,6.0,8
21,7,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,26.5,8.833333333333334,8.0,8
21,8,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,33.0,11.0,1.0,7
21,8,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,28.9998,9.6666,2.0,7
21,8,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,28.0,9.333333333333334,3.0,7
21,8,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,28.0,9.333333333333334,3.0,7
21,8,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,26.9998,8.999933333333333,5.0,7
21,8,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,25.0,8.333333333333334,6.0,7
21,8,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,23.9998,7.999933333333334,7.0,7
21,9,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,30.0,10.0,1.0,6
21,9,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,30.0,10.0,1.0,6
21,9,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.5,9.166666666666666,3.0,6
21,9,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,27.0,9.0,4.0,6
21,9,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,25.5,8.5,5.0,6
21,9,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,24.5,8.166666666666666,6.0,6
21,10,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,31.5,10.5,1.0,4
21,10,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,31.5,10.5,1.0,4
21,10,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,28.5,9.5,3.0,4
21,10,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,27.0,9.0,4.0,4
21,11,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,30.0,10.0,1.0,4
21,11,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,30.0,10.0,1.0,4
21,11,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,30.0,10.0,1.0,4
21,11,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,27.999899999999997,9.3333,4.0,4
22,1,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,23.0,7.666666666666667,1.0,12
22,1,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,23.0,7.666666666666667,1.0,12
22,1,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,23.0,7.666666666666667,1.0,12
22,1,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,21.0,7.0,4.0,12
22,1,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,21.0,7.0,4.0,12
22,1,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,21.0,7.0,4.0,12
22,1,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,21.0,7.0,4.0,12
22,1,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,20.0,6.666666666666667,8.0,12
22,1,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,20.0,6.666666666666667,8.0,12
22,1,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,16.0,5.333333333333333,10.0,12
22,1,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,15.0,5.0,11.0,12
22,1,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,13.0,4.333333333333333,12.0,12
22,2,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,24.0,8.0,1.0,12
22,2,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,24.0,8.0,1.0,12
22,2,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,21.0,7.0,3.0,12
22,2,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,21.0,7.0,3.0,12
22,2,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,20.0,6.666666666666667,5.0,12
22,2,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,20.0,6.666666666666667,5.0,12
22,2,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,20.0,6.666666666666667,5.0,12
22,2,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,20.0,6.666666666666667,5.0,12
22,2,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,19.0,6.333333333333333,9.0,12
22,2,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,19.0,6.333333333333333,9.0,12
22,2,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,15.0,5.0,11.0,12
22,2,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,13.0,4.333333333333333,12.0,12
22,3,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,25.0,8.333333333333334,1.0,11
22,3,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,24.0,8.0,2.0,11
22,3,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,23.0,7.666666666666667,3.0,11
22,3,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,23.0,7.666666666666667,3.0,11
22,3,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,22.0,7.333333333333333,5.0,11
22,3,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,21.0,7.0,6.0,11
22,3,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,21.0,7.0,6.0,11
22,3,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,20.0,6.666666666666667,8.0,11
22,3,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,20.0,6.666666666666667,8.0,11
22,3,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,20.0,6.666666666666667,8.0,11
22,3,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,18.0,6.0,11.0,11
22,4,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,36.0,9.0,1.0,10
22,4,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,36.0,9.0,1.0,10
22,4,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,35.0,8.75,3.0,10
22,4,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,35.0,8.75,3.0,10
22,4,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,34.0,8.5,5.0,10
22,4,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,32.0,8.0,6.0,10
22,4,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,32.0,8.0,6.0,10
22,4,Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,28.0,7.0,8.0,10
22,4,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,27.0,6.75,9.0,10
22,4,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,24.0,6.0,10.0,10
22,5,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,37.0,9.25,1.0,9
22,5,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,35.0,8.75,2.0,9
22,5,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,32.0,8.0,3.0,9
22,5,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,31.0,7.75,4.0,9
22,5,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,30.0,7.5,5.0,9
22,5,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,29.0,7.25,6.0,9
22,5,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,28.0,7.0,7.0,9
22,5,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,28.0,7.0,7.0,9
22,5,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,26.0,6.5,9.0,9
22,6,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,29.0,9.666666666666666,1.0,9
22,6,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,28.0,9.333333333333334,2.0,9
22,6,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,27.0,9.0,3.0,9
22,6,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,25.0,8.333333333333334,4.0,9
22,6,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,25.0,8.333333333333334,4.0,9
22,6,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,24.0,8.0,6.0,9
22,6,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,24.0,8.0,6.0,9
22,6,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,24.0,8.0,6.0,9
22,6,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,21.0,7.0,9.0,9
22,7,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,28.0,9.333333333333334,1.0,8
22,7,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,27.5,9.166666666666666,2.0,8
22,7,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,27.5,9.166666666666666,2.0,8
22,7,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,27.5,9.166666666666666,2.0,8
22,7,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,26.0,8.666666666666666,5.0,8
22,7,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,26.0,8.666666666666666,5.0,8
22,7,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,26.0,8.666666666666666,5.0,8
22,7,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,25.5,8.5,8.0,8
22,8,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,30.0,10.0,1.0,6
22,8,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,30.0,10.0,1.0,6
22,8,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,29.0,9.666666666666666,3.0,6
22,8,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,28.0,9.333333333333334,4.0,6
22,8,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,27.0,9.0,5.0,6
22,8,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,25.0,8.333333333333334,6.0,6
22,9,Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,30.0,10.0,1.0,5
22,9,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,29.5,9.833333333333334,2.0,5
22,9,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,28.5,9.5,3.0,5
22,9,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,28.0,9.333333333333334,4.0,5
22,9,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,27.5,9.166666666666666,5.0,5
22,10,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,29.666600000000003,9.888866666666667,1.0,3
22,10,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,28.9998,9.6666,2.0,3
22,10,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,28.333199999999998,9.4444,3.0,3
23,1,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,31.0,7.75,1.0,13
23,1,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,31.0,7.75,1.0,13
23,1,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,27.0,6.75,3.0,13
23,1,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,27.0,6.75,3.0,13
23,1,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,26.0,6.5,5.0,13
23,1,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,26.0,6.5,5.0,13
23,1,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,25.0,6.25,7.0,13
23,1,Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,Eliminated Week 4,10,25.0,6.25,7.0,13
23,1,Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,Eliminated Week 6,9,24.0,6.0,9.0,13
23,1,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,24.0,6.0,9.0,13
23,1,Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,Eliminated Week 2,13,22.0,5.5,11.0,13
23,1,Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,Eliminated Week 7,8,22.0,5.5,11.0,13
23,1,Rick Perry,Emma Slater,Politician,Texas,United States,66,Eliminated Week 3,12,20.0,5.0,13.0,13
23,2,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,1st Place,1,32.0,8.0,1.0,13
23,2,Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,Eliminated Week 10,5,31.0,7.75,2.0,13
23,2,Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,Eliminated Week 4,11,30.0,7.5,3.0,13
23,2,James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,2nd Place,2,29.0,7.25,4.0,13
23,2,Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,Eliminated Week 11,4,29.0,7.25,4.0,13
23,2,Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,3rd Place,3,28.0,7.0,6.0,13
23,2,Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,Eliminated Week 9,6,27.0,6.75,7.0,13
