celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,judge_count,judge_total,judge_mean,has_score_record,active
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,11,,,,,0,,,False,False
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,11,,,,,0,,,False,False
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,11,,,,,0,,,False,False
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,11,,,,,0,,,False,False
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,11,,,,,0,,,False,False
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,11,,,,,0,,,False,False
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,11,,,,,0,,,False,False
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,11,,,,,0,,,False,False
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,11,,,,,0,,,False,False
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,11,,,,,0,,,False,False
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,11,,,,,0,,,False,False
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,11,,,,,0,,,False,False
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,11,,,,,0,,,False,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,1,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,1,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,1,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,1,6.0,5.0,6.0,,3,17.0,5.666666666666667,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,1,6.0,6.0,6.0,,3,18.0,6.0,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,1,4.0,4.0,4.0,,3,12.0,4.0,True,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,1,6.0,6.0,6.0,,3,18.0,6.0,True,True
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,1,6.0,6.0,6.0,,3,18.0,6.0,True,True
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,2,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,2,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,2,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,2,6.0,7.0,7.0,,3,20.0,6.666666666666667,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,2,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,2,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,2,5.0,5.0,6.0,,3,16.0,5.333333333333333,True,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,2,5.0,5.0,5.0,,3,15.0,5.0,True,True
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,3,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,3,8.6666,8.6666,8.6666,,3,25.9998,8.6666,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,3,8.6666,8.6666,8.6666,,3,25.9998,8.6666,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,3,7.0,8.0,8.0,,3,23.0,7.666666666666667,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,3,6.0,6.0,6.0,,3,18.0,6.0,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,3,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,3,6.0,5.0,5.0,,3,16.0,5.333333333333333,True,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,3,5.0,5.0,5.0,,3,15.0,5.0,True,True
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,4,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,4,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,4,8.0,8.0,8.0,,3,24.0,8.0,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,4,9.0,9.0,9.0,,3,27.0,9.0,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,4,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,4,6.0,7.0,7.0,,3,20.0,6.666666666666667,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,4,6.0,6.0,6.0,,3,18.0,6.0,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4,7.0,7.0,7.0,,3,21.0,7.0,True,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,4,6.0,6.0,6.0,,3,18.0,6.0,True,True
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,4,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,5,9.0,9.0,9.0,,3,27.0,9.0,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,5,10.0,9.0,10.0,,3,29.0,9.666666666666666,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,5,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,5,8.0,8.0,9.0,,3,25.0,8.333333333333334,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,5,8.0,8.0,8.0,,3,24.0,8.0,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,5,6.0,6.0,6.0,,3,18.0,6.0,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,5,7.0,7.0,7.0,,3,21.0,7.0,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,5,6.0,6.0,6.0,,3,18.0,6.0,True,True
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,5,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,6,8.5,9.5,9.0,,3,27.0,9.0,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,6,8.5,8.5,8.5,,3,25.5,8.5,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,6,7.5,7.5,7.5,,3,22.5,7.5,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,6,8.5,9.0,8.5,,3,26.0,8.666666666666666,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,6,7.5,8.0,7.5,,3,23.0,7.666666666666667,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,6,7.5,8.0,7.5,,3,23.0,7.666666666666667,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6,7.0,7.5,7.0,,3,21.5,7.166666666666667,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6,6.5,7.0,6.5,,3,20.0,6.666666666666667,True,True
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,6,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7,9.0,10.0,10.0,,3,29.0,9.666666666666666,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,7,10.0,10.0,10.0,,3,30.0,10.0,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7,9.0,9.0,9.0,,3,27.0,9.0,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7,11.0,10.0,11.0,,3,32.0,10.666666666666666,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7,8.0,8.0,8.0,,3,24.0,8.0,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,7,5.0,6.0,6.0,,3,17.0,5.666666666666667,True,True
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,8,9.5,8.0,10.0,,3,27.5,9.166666666666666,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8,9.5,10.0,9.5,,3,29.0,9.666666666666666,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,8,8.5,9.0,8.5,,3,26.0,8.666666666666666,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,8,9.0,9.5,9.5,,3,28.0,9.333333333333334,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,8,8.0,8.0,8.0,,3,24.0,8.0,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,8,7.0,7.0,7.0,,3,21.0,7.0,True,True
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,8,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,9,9.5,10.0,9.5,,3,29.0,9.666666666666666,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,9,9.0,9.0,9.5,,3,27.5,9.166666666666666,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,9,10.0,9.5,10.0,,3,29.5,9.833333333333334,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,9,10.0,9.5,10.0,,3,29.5,9.833333333333334,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,9,8.5,8.5,8.5,,3,25.5,8.5,True,True
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,9,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,10,10.0,10.0,10.0,,3,30.0,10.0,True,True
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,10,10.0,10.0,10.0,,3,30.0,10.0,True,True
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,10,9.3333,9.3333,9.3333,,3,27.999899999999997,9.3333,True,True
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,10,9.5,9.5,10.0,,3,29.0,9.666666666666666,True,True
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,10,0.0,0.0,0.0,,3,0.0,0.0,True,False
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,11,,,,,0,,,False,False
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,11,,,,,0,,,False,False
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,11,,,,,0,,,False,False
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,11,,,,,0,,,False,False
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,11,,,,,0,,,False,False
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,11,,,,,0,,,False,False
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,11,,,,,0,,,False,False
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,11,,,,,0,,,False,False
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,11,,,,,0,,,False,False
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,11,,,,,0,,,False,False
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,11,,,,,0,,,False,False
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,11,,,,,0,,,False,False
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,1,9.0,9.0,9.0,,3,27.0,9.0,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,1,8.0,8.0,7.0,,3,23.0,7.666666666666667,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,1,6.0,6.0,6.0,,3,18.0,6.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,1,8.0,8.0,8.0,,3,24.0,8.0,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,1,7.0,8.0,7.0,,3,22.0,7.333333333333333,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,1,8.0,8.0,7.0,,3,23.0,7.666666666666667,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,1,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,1,7.0,7.0,7.0,,3,21.0,7.0,True,True
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,1,5.0,4.0,5.0,,3,14.0,4.666666666666667,True,True
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,1,6.0,5.0,6.0,,3,17.0,5.666666666666667,True,True
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,2,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,2,7.0,7.0,7.0,,3,21.0,7.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,2,8.0,8.0,8.0,,3,24.0,8.0,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,2,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,2,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,2,6.0,7.0,7.0,,3,20.0,6.666666666666667,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,2,9.0,8.0,8.0,,3,25.0,8.333333333333334,True,True
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,2,6.0,6.0,7.0,,3,19.0,6.333333333333333,True,True
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,2,6.0,5.0,6.0,,3,17.0,5.666666666666667,True,True
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,2,6.0,6.0,6.0,,3,18.0,6.0,True,True
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,3,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,3,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,3,8.0,9.0,8.0,,3,25.0,8.333333333333334,True,True
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,3,9.0,9.0,9.0,,3,27.0,9.0,True,True
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,3,9.0,8.0,8.0,,3,25.0,8.333333333333334,True,True
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,3,9.0,8.0,9.0,,3,26.0,8.666666666666666,True,True
