celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active,season,week,next_week,event_type,observed_eliminated,judge_percent,fan_share_est,fan_rank_est,combined_percent,combined_percent_rank,rank_rule_score,rank_rule_bad_rank,fan_rescue_gap,controversy_index,fan_share_min,fan_share_max,fan_share_width,percent_rule_eliminated,rank_rule_eliminated
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,37.5,9.375,1.0,8,19,7,8,single_elimination,False,0.1450676982591876,0.1250067160864459,2.0,0.2700744143456335,8.0,3.0,8.0,-1.0,1.0,0.0,0.9941972920696325,0.9941972920696325,False,False
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,35.0,8.75,2.0,8,19,7,8,single_elimination,False,0.13539651837524178,0.1249898335772775,5.0,0.26038635195251925,7.0,7.0,7.0,-3.0,3.0,0.0,0.9941972920696325,0.9941972920696325,False,False
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,34.0,8.5,3.0,8,19,7,8,single_elimination,False,0.13152804642166344,0.12497250691959706,7.0,0.2565005533412605,6.0,10.0,3.0,-4.0,4.0,0.0,0.9941972920696325,0.9941972920696325,False,False
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,33.5,8.375,4.0,8,19,7,8,single_elimination,False,0.12959381044487428,0.12499302187274347,4.0,0.25458683231761775,5.0,8.0,5.0,0.0,0.0,0.0,0.9941972920696325,0.9941972920696325,False,False
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,31.0,7.75,5.0,8,19,7,8,single_elimination,False,0.11992263056092843,0.12500456012148675,3.0,0.2449271906824152,4.0,8.0,5.0,2.0,2.0,0.0,0.9941972920696325,0.9941972920696325,False,False
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,30.0,7.5,6.0,8,19,7,8,single_elimination,False,0.11605415860735009,0.12498658526599497,6.0,0.24104074387334506,3.0,12.0,2.0,0.0,0.0,0.0,0.9941972920696325,0.9941972920696325,False,False
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,29.5,7.375,7.0,8,19,7,8,single_elimination,True,0.11411992263056092,0.12212202363816356,8.0,0.23624194626872447,1.0,15.0,1.0,-1.0,1.0,0.0,0.13588007736943905,0.13588007736943905,True,True
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,28.0,7.0,8.0,8,19,7,8,single_elimination,False,0.10831721470019343,0.12792475105018344,1.0,0.23624196575037687,2.0,9.0,4.0,7.0,7.0,0.0058027079303674955,1.0,0.9941972920696325,False,False
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,43.0,10.75,1.0,7,19,8,9,single_elimination,False,0.17338709677419356,0.14285640963984336,4.0,0.3162435064140369,7.0,5.0,6.0,-3.0,3.0,0.0,1.0,1.0,False,False
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,41.0,10.25,2.0,7,19,8,9,single_elimination,False,0.16532258064516128,0.14286377144885157,1.0,0.30818635209401285,6.0,3.0,7.0,1.0,1.0,0.0,1.0,1.0,False,False
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,40.0,10.0,3.0,7,19,8,9,single_elimination,False,0.16129032258064516,0.14285813717897167,3.0,0.3041484597596168,5.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,False,False
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,38.0,9.5,4.0,7,19,8,9,single_elimination,False,0.1532258064516129,0.14285389595930387,5.0,0.29607970241091675,4.0,9.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,32.0,8.0,5.0,7,19,8,9,single_elimination,False,0.12903225806451613,0.14286188350545925,2.0,0.2718941415699754,3.0,7.0,4.0,3.0,3.0,0.0,1.0,1.0,False,False
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,29.0,7.25,6.0,7,19,8,9,single_elimination,False,0.11693548387096774,0.14285273560387557,7.0,0.2597882194748433,2.0,13.0,1.0,-1.0,1.0,0.0,1.0,1.0,False,True
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,25.0,6.25,7.0,7,19,8,9,single_elimination,True,0.10080645161290322,0.14285316635377246,6.0,0.24365961796667568,1.0,13.0,1.0,1.0,1.0,0.0,0.1849078341013825,0.1849078341013825,True,False
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,38.5,9.625,1.0,6,19,9,10,single_elimination,False,0.17990654205607476,0.16643278096251737,3.0,0.34633932301859216,5.0,4.0,5.0,-2.0,2.0,0.0,0.969626168224299,0.969626168224299,False,False
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,38.5,9.625,1.0,6,19,9,10,single_elimination,False,0.17990654205607476,0.16643278096251737,3.0,0.34633932301859216,5.0,4.0,5.0,-2.0,2.0,0.0,0.969626168224299,0.969626168224299,False,False
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,37.0,9.25,3.0,6,19,9,10,single_elimination,False,0.17289719626168223,0.16643842182367938,2.0,0.3393356180853616,4.0,5.0,4.0,1.0,1.0,0.0,0.969626168224299,0.969626168224299,False,False
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,36.5,9.125,4.0,6,19,9,10,single_elimination,False,0.1705607476635514,0.1664310378058101,5.0,0.3369917854693615,3.0,9.0,2.0,-1.0,1.0,0.0,0.969626168224299,0.969626168224299,False,False
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,35.0,8.75,5.0,6,19,9,10,single_elimination,True,0.16355140186915887,0.15194557139455978,6.0,0.3154969732637186,1.0,11.0,1.0,-1.0,1.0,0.0,0.16978193146417445,0.16978193146417445,True,True
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,28.5,7.125,6.0,6,19,9,10,single_elimination,False,0.13317757009345793,0.1823194065016713,1.0,0.3154969765951292,2.0,7.0,3.0,5.0,5.0,0.030373831775700938,1.0,0.969626168224299,False,False
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,39.0,9.75,1.0,5,19,10,11,single_elimination,False,0.2136986301369863,0.19999916406295337,2.0,0.4136977941999397,5.0,3.0,5.0,-1.0,1.0,0.0,1.0,1.0,False,False
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,38.0,9.5,2.0,5,19,10,11,single_elimination,False,0.20821917808219179,0.1999977343928168,3.0,0.4082169124750086,4.0,5.0,3.0,-1.0,1.0,0.0,1.0,1.0,False,False
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,37.5,9.375,3.0,5,19,10,11,single_elimination,False,0.2054794520547945,0.20001248069934274,1.0,0.40549193275413725,3.0,4.0,4.0,2.0,2.0,0.0,1.0,1.0,False,False
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,37.0,9.25,4.0,5,19,10,11,single_elimination,False,0.20273972602739726,0.19999551483036346,4.0,0.4027352408577607,2.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,False,False
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,31.0,7.75,5.0,5,19,10,11,single_elimination,True,0.16986301369863013,0.19999510504838267,5.0,0.3698581187470128,1.0,10.0,1.0,0.0,0.0,0.0,0.2301369863013699,0.2301369863013699,True,True
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,34.0,8.5,1.0,12,20,2,3,single_elimination,False,0.09798270893371758,0.08313075898480385,7.0,0.18111346791852143,12.0,8.0,9.0,-6.0,6.0,0.0,0.9106628242074927,0.9106628242074927,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,32.0,8.0,2.0,12,20,2,3,single_elimination,False,0.09221902017291066,0.08313396230677389,4.0,0.17535298247968456,9.0,6.0,10.0,-2.0,2.0,0.0,0.9106628242074927,0.9106628242074927,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,32.0,8.0,2.0,12,20,2,3,single_elimination,False,0.09221902017291066,0.08313396230677389,4.0,0.17535298247968456,9.0,6.0,10.0,-2.0,2.0,0.0,0.9106628242074927,0.9106628242074927,False,False
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,32.0,8.0,2.0,12,20,2,3,single_elimination,False,0.09221902017291066,0.08313396230677389,4.0,0.17535298247968456,9.0,6.0,10.0,-2.0,2.0,0.0,0.9106628242074927,0.9106628242074927,False,False
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,31.0,7.75,5.0,12,20,2,3,single_elimination,True,0.0893371757925072,0.06954297598329913,12.0,0.15888015177580633,1.0,17.0,1.0,-7.0,7.0,0.0,0.07732949087415945,0.07732949087415945,True,True
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,28.0,7.0,6.0,12,20,2,3,single_elimination,False,0.08069164265129683,0.08311903544261319,8.0,0.16381067809391003,5.0,14.0,2.0,-2.0,2.0,0.008645533141210374,0.9193083573487031,0.9106628242074927,False,False
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,28.0,7.0,6.0,12,20,2,3,single_elimination,False,0.08069164265129683,0.08311903544261319,8.0,0.16381067809391003,5.0,14.0,2.0,-2.0,2.0,0.008645533141210374,0.9193083573487031,0.9106628242074927,False,False
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,28.0,7.0,6.0,12,20,2,3,single_elimination,False,0.08069164265129683,0.08311903544261319,8.0,0.16381067809391003,5.0,14.0,2.0,-2.0,2.0,0.008645533141210374,0.9193083573487031,0.9106628242074927,False,False
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,28.0,7.0,6.0,12,20,2,3,single_elimination,False,0.08069164265129683,0.08311903544261319,8.0,0.16381067809391003,5.0,14.0,2.0,-2.0,2.0,0.008645533141210374,0.9193083573487031,0.9106628242074927,False,False
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,27.0,6.75,10.0,12,20,2,3,single_elimination,False,0.07780979827089338,0.08313450292038345,3.0,0.16094430119127684,4.0,13.0,6.0,7.0,7.0,0.011527377521613827,0.9221902017291065,0.9106628242074927,False,False
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,26.0,6.5,11.0,12,20,2,3,single_elimination,False,0.07492795389048991,0.08395230751201502,2.0,0.15888026140250494,3.0,13.0,6.0,9.0,9.0,0.014409221902017294,0.92507204610951,0.9106628242074927,False,False
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,21.0,5.25,12.0,12,20,2,3,single_elimination,False,0.06051873198847262,0.09836142444251686,1.0,0.1588801564309895,2.0,13.0,6.0,11.0,11.0,0.02881844380403458,0.9394812680115272,0.9106628242074927,False,False
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,34.0,8.5,1.0,11,20,3,4,single_elimination,False,0.10862619808306709,0.09091974885236334,1.0,0.19954594693543043,10.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,34.0,8.5,1.0,11,20,3,4,single_elimination,False,0.10862619808306709,0.09091974885236334,1.0,0.19954594693543043,10.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,33.0,8.25,3.0,11,20,3,4,single_elimination,False,0.10543130990415335,0.09089975703170265,9.0,0.196331066935856,9.0,12.0,6.0,-6.0,6.0,0.0,1.0,1.0,False,False
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,32.0,8.0,4.0,11,20,3,4,single_elimination,False,0.10223642172523961,0.09091019622405501,4.0,0.1931466179492946,8.0,8.0,8.0,0.0,0.0,0.0,1.0,1.0,False,False
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,30.0,7.5,5.0,11,20,3,4,single_elimination,False,0.09584664536741214,0.09091752931104859,3.0,0.18676417467846074,7.0,8.0,8.0,2.0,2.0,0.0,1.0,1.0,False,False
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,29.0,7.25,6.0,11,20,3,4,single_elimination,False,0.0926517571884984,0.0908997328643509,10.0,0.1835514900528493,6.0,16.0,3.0,-4.0,4.0,0.0,1.0,1.0,False,False
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,28.0,7.0,7.0,11,20,3,4,single_elimination,False,0.08945686900958466,0.09090985532450786,5.0,0.1803667243340925,5.0,12.0,6.0,2.0,2.0,0.0,1.0,1.0,False,False
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,25.0,6.25,8.0,11,20,3,4,single_elimination,False,0.07987220447284345,0.09090825903803909,7.0,0.17078046351088255,4.0,15.0,5.0,1.0,1.0,0.0,1.0,1.0,False,False
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,24.0,6.0,9.0,11,20,3,4,single_elimination,False,0.07667731629392971,0.09090808717972666,8.0,0.16758540347365636,3.0,17.0,2.0,1.0,1.0,0.0,1.0,1.0,False,False
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,22.0,5.5,10.0,11,20,3,4,single_elimination,True,0.07028753993610223,0.09089806786741186,11.0,0.1611856078035141,1.0,21.0,1.0,-1.0,1.0,0.0,0.11153064188207958,0.11153064188207958,True,True
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,22.0,5.5,10.0,11,20,3,4,single_elimination,False,0.07028753993610223,0.09090901610905387,6.0,0.1611965560451561,2.0,16.0,3.0,4.0,4.0,0.0,1.0,1.0,False,False
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,39.0,9.75,1.0,10,20,4,5,single_elimination,False,0.12,0.09997307479398984,6.0,0.21997307479398984,10.0,7.0,9.0,-5.0,5.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,36.0,9.0,2.0,10,20,4,5,single_elimination,False,0.11076923076923077,0.09998150483733514,4.0,0.21075073560656593,9.0,6.0,10.0,-2.0,2.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,35.0,8.75,3.0,10,20,4,5,single_elimination,False,0.1076923076923077,0.09996962846120386,9.0,0.20766193615351156,8.0,12.0,2.0,-6.0,6.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,34.0,8.5,4.0,10,20,4,5,single_elimination,False,0.10461538461538461,0.0999722773552831,7.0,0.20458766197066772,6.0,11.0,4.0,-3.0,3.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,34.0,8.5,4.0,10,20,4,5,single_elimination,False,0.10461538461538461,0.0999722773552831,7.0,0.20458766197066772,6.0,11.0,4.0,-3.0,3.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,32.0,8.0,6.0,10,20,4,5,single_elimination,False,0.09846153846153846,0.09998995690426736,3.0,0.1984514953658058,5.0,9.0,8.0,3.0,3.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,30.0,7.5,7.0,10,20,4,5,single_elimination,True,0.09230769230769231,0.09492655416097581,10.0,0.18723424646866813,1.0,17.0,1.0,-3.0,3.0,0.0,0.10769230769230768,0.10769230769230768,True,True
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,30.0,7.5,7.0,10,20,4,5,single_elimination,False,0.09230769230769231,0.09997687449637181,5.0,0.19228456680406414,4.0,12.0,2.0,2.0,2.0,0.0,0.9846153846153846,0.9846153846153846,False,False
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,28.0,7.0,9.0,10,20,4,5,single_elimination,False,0.08615384615384615,0.10108051758112346,2.0,0.1872343637349696,3.0,11.0,4.0,7.0,7.0,0.0061538461538461625,0.9907692307692307,0.9846153846153846,False,False
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,27.0,6.75,10.0,10,20,4,5,single_elimination,False,0.08307692307692308,0.10415733242015518,1.0,0.18723425549707826,2.0,11.0,4.0,9.0,9.0,0.009230769230769237,0.9938461538461538,0.9846153846153846,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,39.0,9.75,1.0,9,20,5,6,single_elimination,False,0.13780918727915195,0.11106813821024573,2.0,0.24887732548939767,9.0,3.0,9.0,-1.0,1.0,0.0,0.9787985865724381,0.9787985865724381,False,False
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,38.0,9.5,2.0,9,20,5,6,single_elimination,False,0.13427561837455831,0.11105409444274407,6.0,0.24532971281730237,7.0,8.0,6.0,-4.0,4.0,0.0,0.9787985865724381,0.9787985865724381,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,38.0,9.5,2.0,9,20,5,6,single_elimination,False,0.13427561837455831,0.11105409444274407,6.0,0.24532971281730237,7.0,8.0,6.0,-4.0,4.0,0.0,0.9787985865724381,0.9787985865724381,False,False
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,34.0,8.5,4.0,9,20,5,6,single_elimination,False,0.12014134275618374,0.1110492855245734,8.0,0.23119062828075715,6.0,12.0,2.0,-4.0,4.0,0.0,0.9787985865724381,0.9787985865724381,False,False
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,28.0,7.0,5.0,9,20,5,6,single_elimination,False,0.0989399293286219,0.11106714054747496,3.0,0.21000706987609685,5.0,8.0,6.0,2.0,2.0,0.0,0.9787985865724381,0.9787985865724381,False,False
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,28.0,7.0,5.0,9,20,5,6,single_elimination,True,0.0989399293286219,0.1042200571107224,9.0,0.2031599864393443,1.0,14.0,1.0,-4.0,4.0,0.0,0.12328229289360032,0.12328229289360032,True,True
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,27.0,6.75,7.0,9,20,5,6,single_elimination,False,0.09540636042402827,0.11106642546791154,4.0,0.2064727858919398,3.0,11.0,3.0,3.0,3.0,0.003533568904593637,0.9823321554770318,0.9787985865724381,False,False
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,27.0,6.75,7.0,9,20,5,6,single_elimination,False,0.09540636042402827,0.11106642546791154,4.0,0.2064727858919398,3.0,11.0,3.0,3.0,3.0,0.003533568904593637,0.9823321554770318,0.9787985865724381,False,False
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,24.0,6.0,9.0,9,20,5,6,single_elimination,False,0.08480565371024736,0.11835433772163823,1.0,0.20315999143188557,2.0,10.0,5.0,8.0,8.0,0.014134275618374548,0.9929328621908127,0.9787985865724381,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,38.0,9.5,1.0,8,20,6,7,single_elimination,False,0.13427561837455831,0.12499345404777512,6.0,0.25926907242233344,8.0,7.0,5.0,-5.0,5.0,0.0,0.9982332155477032,0.9982332155477032,False,False
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,36.5,9.125,2.0,8,20,6,7,single_elimination,False,0.12897526501766785,0.12500720935084467,3.0,0.2539824743685125,6.0,5.0,7.0,-1.0,1.0,0.0,0.9982332155477032,0.9982332155477032,False,False
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,36.5,9.125,2.0,8,20,6,7,single_elimination,False,0.12897526501766785,0.12500720935084467,3.0,0.2539824743685125,6.0,5.0,7.0,-1.0,1.0,0.0,0.9982332155477032,0.9982332155477032,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,35.5,8.875,4.0,8,20,6,7,single_elimination,False,0.1254416961130742,0.12500744011003292,2.0,0.25044913622310716,5.0,6.0,6.0,2.0,2.0,0.0,0.9982332155477032,0.9982332155477032,False,False
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,35.0,8.75,5.0,8,20,6,7,single_elimination,False,0.12367491166077739,0.1250048921429471,5.0,0.2486798038037245,4.0,10.0,3.0,0.0,0.0,0.0,0.9982332155477032,0.9982332155477032,False,False
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,34.0,8.5,6.0,8,20,6,7,single_elimination,False,0.12014134275618374,0.1249874949406171,7.0,0.24512883769680083,3.0,13.0,2.0,-1.0,1.0,0.0,0.9982332155477032,0.9982332155477032,False,False
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,34.0,8.5,6.0,8,20,6,7,single_elimination,True,0.12014134275618374,0.12411271853665339,8.0,0.2442540612928371,1.0,14.0,1.0,-2.0,2.0,0.0,0.1298586572438163,0.1298586572438163,True,True
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,33.5,8.375,8.0,8,20,6,7,single_elimination,False,0.11837455830388692,0.12587957956147539,1.0,0.24425413786536232,2.0,9.0,4.0,7.0,7.0,0.0017667844522968185,1.0,0.9982332155477032,False,False
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,41.0,10.25,1.0,7,20,7,8,single_elimination,False,0.16141732283464566,0.14250953921980822,5.0,0.30392686205445385,7.0,6.0,7.0,-4.0,4.0,0.0,0.9173228346456694,0.9173228346456694,False,False
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,39.0,9.75,2.0,7,20,7,8,single_elimination,True,0.15354330708661418,0.12232319315260248,7.0,0.27586650023921666,1.0,9.0,1.0,-5.0,5.0,0.0,0.13217097862767158,0.13217097862767158,True,True
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,38.0,9.5,3.0,7,20,7,8,single_elimination,False,0.14960629921259844,0.1425064759627545,6.0,0.29211277517535295,6.0,9.0,1.0,-3.0,3.0,0.003937007874015741,0.9212598425196852,0.9173228346456694,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,37.0,9.25,4.0,7,20,7,8,single_elimination,False,0.14566929133858267,0.14251113401978516,3.0,0.28818042535836785,4.0,7.0,4.0,1.0,1.0,0.00787401574803151,0.9251968503937009,0.9173228346456694,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,37.0,9.25,4.0,7,20,7,8,single_elimination,False,0.14566929133858267,0.14251113401978516,3.0,0.28818042535836785,4.0,7.0,4.0,1.0,1.0,0.00787401574803151,0.9251968503937009,0.9173228346456694,False,False
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,31.0,7.75,6.0,7,20,7,8,single_elimination,False,0.1220472440944882,0.1538192614342863,2.0,0.27586650552877445,2.0,8.0,3.0,4.0,4.0,0.031496062992125984,0.9488188976377954,0.9173228346456694,False,False
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,31.0,7.75,6.0,7,20,7,8,single_elimination,False,0.1220472440944882,0.1538192614401974,1.0,0.2758665055346856,3.0,7.0,4.0,5.0,5.0,0.031496062992125984,0.9488188976377954,0.9173228346456694,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,40.0,10.0,1.0,6,20,8,9,multi_elimination,False,0.18912529550827423,0.16666074896602318,5.0,0.3557860444742974,6.0,6.0,3.0,-4.0,4.0,0.0,0.9976359338061466,0.9976359338061466,False,False
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,39.0,9.75,2.0,6,20,8,9,multi_elimination,False,0.18439716312056736,0.16666149635455565,4.0,0.35105865947512305,5.0,6.0,3.0,-2.0,2.0,0.0,0.9976359338061466,0.9976359338061466,False,False
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,38.0,9.5,3.0,6,20,8,9,multi_elimination,False,0.17966903073286053,0.16666545579520536,3.0,0.34633448652806587,4.0,6.0,3.0,0.0,0.0,0.0,0.9976359338061466,0.9976359338061466,False,False
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,32.0,8.0,4.0,6,20,8,9,multi_elimination,True,0.15130023640661938,0.16548960565118978,6.0,0.31678984205780913,2.0,10.0,1.0,-2.0,2.0,0.0,0.2193853427895981,0.2193853427895981,True,True
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,31.5,7.875,5.0,6,20,8,9,multi_elimination,False,0.14893617021276595,0.167853781103135,1.0,0.31678995131590093,3.0,6.0,3.0,4.0,4.0,0.0023640661938534313,1.0,0.9976359338061466,False,False
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,31.0,7.75,6.0,6,20,8,9,multi_elimination,True,0.14657210401891252,0.1666689113357177,2.0,0.3132410153546302,1.0,8.0,2.0,4.0,4.0,0.0,0.22316784869976364,0.22316784869976364,True,True
Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,40.0,10.0,1.0,4,20,9,10,single_elimination,True,0.25477707006369427,0.2436380348931905,4.0,0.4984151049568848,1.0,5.0,1.0,-3.0,3.0,0.0,0.24522292993630573,0.24522292993630573,True,True
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,40.0,10.0,1.0,4,20,9,10,single_elimination,False,0.25477707006369427,0.24997110336985012,3.0,0.5047481734335444,4.0,4.0,4.0,-2.0,2.0,0.0,0.9808917197452229,0.9808917197452229,False,False
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,39.0,9.75,3.0,4,20,9,10,single_elimination,False,0.2484076433121019,0.25001395388683934,2.0,0.49842159719894125,3.0,5.0,1.0,1.0,1.0,0.006369426751592355,0.9872611464968153,0.9808917197452229,False,False
